1	697
2	1398
3	2056
4	2742
5	3441
6	4049
7	4741
8	5440
9	5958
10	6658
11	7152
12	7863
13	8489
14	8885
15	9657
16	10030
17	10660
18	10859
19	11624
20	11897
21	12489
22	13170
23	13109
24	13751
25	13774
26	14453
27	14505
28	15071
29	14760
30	15377
31	15189
32	15609
33	15155
34	14992
35	15346
36	14798
37	15212
38	14603
39	13605
40	13890
41	13019
42	11884
43	12114
44	11020
45	9558
46	9551
47	8238
48	6356
49	4391
50	4298
51	2436
