1	1029
2	2005
3	3028
4	4035
5	4952
6	5994
7	6795
8	7799
9	8497
10	9570
11	10275
12	10973
13	11741
14	12372
15	13269
16	13656
17	14537
18	14982
19	15671
20	15989
21	16093
22	16813
23	16775
24	16679
25	17393
26	17212
27	16876
28	16344
29	16792
30	16083
31	15344
32	15244
33	14818
34	13552
35	12092
36	10629
37	8753
38	6956
39	4853
40	4995
